spi_rack.module1.dac8.voltage,spi_rack.module1.dac7.voltage,agilent_left.volt,agilent_right.volt
1.2,1.2,1.24977884,1.24998979
1.2,1.1918367346938774,1.24977515,1.24999126
1.2,1.183673469387755,1.24977679,1.24999203
1.2,1.1755102040816325,1.24977777,1.24999158
1.2,1.1673469387755102,1.24977686,1.24999216
1.2,1.1591836734693877,1.2497777,1.24999048
1.2,1.1510204081632653,1.24977924,1.24999063
1.2,1.1428571428571428,1.24977762,1.24998902
1.2,1.1346938775510205,1.24977833,1.24999117
1.2,1.126530612244898,1.24977777,1.24999169
1.2,1.1183673469387754,1.24977885,1.24998939
1.2,1.110204081632653,1.24977623,1.24998979
1.2,1.1020408163265305,1.24977686,1.24999158
1.2,1.0938775510204082,1.2497775,1.24999259
1.2,1.0857142857142856,1.24977774,1.24998852
1.2,1.0775510204081633,1.24977949,1.24999027
1.2,1.0693877551020408,1.24977956,1.24998992
1.2,1.0612244897959184,1.24977997,1.24998958
1.2,1.0530612244897959,1.24977611,1.2499913
1.2,1.0448979591836736,1.24977904,1.24998745
1.2,1.036734693877551,1.24977636,1.24999055
1.2,1.0285714285714285,1.2497781,1.24999003
1.2,1.0204081632653061,1.24977876,1.24999016
1.2,1.0122448979591836,1.24977734,1.2499921
1.2,1.0040816326530613,1.24977747,1.24999216
1.2,0.9959183673469387,1.24978237,1.2499916
1.2,0.9877551020408163,1.24977838,1.24999117
1.2,0.9795918367346939,1.24977865,1.24998934
1.2,0.9714285714285714,1.24977679,1.2499916
1.2,0.963265306122449,1.2497808,1.24999154
1.2,0.9551020408163265,1.24977953,1.24999091
1.2,0.9469387755102041,1.24977921,1.24999326
1.2,0.9387755102040816,1.24977952,1.24999391
1.2,0.9306122448979592,1.24977818,1.24999068
1.2,0.9224489795918367,1.24977709,1.24998917
1.2,0.9142857142857143,1.24978138,1.24998908
1.2,0.9061224489795918,1.2497785,1.24999335
1.2,0.8979591836734694,1.24977929,1.24999167
1.2,0.889795918367347,1.24977707,1.2499907
1.2,0.8816326530612244,1.24977845,1.24999061
1.2,0.8734693877551021,1.24977865,1.24999203
1.2,0.8653061224489795,1.24977782,1.24999018
1.2,0.8571428571428572,1.24977813,1.24998949
1.2,0.8489795918367347,1.24977984,1.24998934
1.2,0.8408163265306122,1.24977734,1.2499916
1.2,0.8326530612244898,1.24977916,1.2499899
1.2,0.8244897959183674,1.24978115,1.2499907
1.2,0.8163265306122449,1.24977969,1.24999347
1.2,0.8081632653061225,1.24977999,1.24999253
1.2,0.8,1.24977947,1.24999117
1.1918367346938774,1.2,1.24977881,1.24998895
1.1918367346938774,1.1918367346938774,1.24977896,1.2499899
1.1918367346938774,1.183673469387755,1.24977893,1.2499907
1.1918367346938774,1.1755102040816325,1.24977896,1.24999076
1.1918367346938774,1.1673469387755102,1.24977908,1.24999076
1.1918367346938774,1.1591836734693877,1.24977785,1.24999104
1.1918367346938774,1.1510204081632653,1.24977858,1.24999076
1.1918367346938774,1.1428571428571428,1.24977981,1.24999223
1.1918367346938774,1.1346938775510205,1.24977825,1.249993
1.1918367346938774,1.126530612244898,1.24977858,1.24999055
1.1918367346938774,1.1183673469387754,1.24977853,1.24999231
1.1918367346938774,1.110204081632653,1.2497812,1.24999229
1.1918367346938774,1.1020408163265305,1.24977898,1.24999251
1.1918367346938774,1.0938775510204082,1.24977881,1.24999014
1.1918367346938774,1.0857142857142856,1.24977921,1.24999111
1.1918367346938774,1.0775510204081633,1.24977666,1.24999167
1.1918367346938774,1.0693877551020408,1.24977639,1.2499907
1.1918367346938774,1.0612244897959184,1.24977838,1.24999005
1.1918367346938774,1.0530612244897959,1.24977956,1.2499907
1.1918367346938774,1.0448979591836736,1.24977861,1.24999089
1.1918367346938774,1.036734693877551,1.24978083,1.24999022
1.1918367346938774,1.0285714285714285,1.24978075,1.24998971
1.1918367346938774,1.0204081632653061,1.24977908,1.24999089
1.1918367346938774,1.0122448979591836,1.2497781,1.24998811
1.1918367346938774,1.0040816326530613,1.24977918,1.24999195
1.1918367346938774,0.9959183673469387,1.24977797,1.24998958
1.1918367346938774,0.9877551020408163,1.24977885,1.24999179
1.1918367346938774,0.9795918367346939,1.24977921,1.24999285
1.1918367346938774,0.9714285714285714,1.2497804,1.24998818
1.1918367346938774,0.963265306122449,1.24977893,1.24998893
1.1918367346938774,0.9551020408163265,1.24977679,1.24999014
1.1918367346938774,0.9469387755102041,1.24978032,1.24998992
1.1918367346938774,0.9387755102040816,1.24978115,1.24998831
1.1918367346938774,0.9306122448979592,1.24978325,1.24999253
1.1918367346938774,0.9224489795918367,1.24977719,1.24999123
1.1918367346938774,0.9142857142857143,1.24977926,1.24998992
1.1918367346938774,0.9061224489795918,1.24978027,1.24999063
1.1918367346938774,0.8979591836734694,1.24977949,1.24999223
1.1918367346938774,0.889795918367347,1.24978017,1.24998958
1.1918367346938774,0.8816326530612244,1.24978103,1.24999279
1.1918367346938774,0.8734693877551021,1.24977787,1.24998921
1.1918367346938774,0.8653061224489795,1.24977838,1.24998992
1.1918367346938774,0.8571428571428572,1.24977714,1.24999207
1.1918367346938774,0.8489795918367347,1.2497784,1.24999111
1.1918367346938774,0.8408163265306122,1.24977686,1.24999169
1.1918367346938774,0.8326530612244898,1.24977929,1.24999272
1.1918367346938774,0.8244897959183674,1.24977742,1.24999111
1.1918367346938774,0.8163265306122449,1.24977717,1.24999027
1.1918367346938774,0.8081632653061225,1.24977893,1.24999132
1.1918367346938774,0.8,1.24978075,1.24999154
1.183673469387755,1.2,1.24977944,1.24999231
1.183673469387755,1.1918367346938774,1.2497754,1.24998839
1.183673469387755,1.183673469387755,1.24977911,1.24998884
1.183673469387755,1.1755102040816325,1.24977777,1.24998956
1.183673469387755,1.1673469387755102,1.24977734,1.24998949
1.183673469387755,1.1591836734693877,1.2497783,1.24999076
1.183673469387755,1.1510204081632653,1.24977591,1.24999186
1.183673469387755,1.1428571428571428,1.24977885,1.24998992
1.183673469387755,1.1346938775510205,1.24978001,1.24999139
1.183673469387755,1.126530612244898,1.2497775,1.24999162
1.183673469387755,1.1183673469387754,1.24977881,1.2499916
1.183673469387755,1.110204081632653,1.24977913,1.24999123
1.183673469387755,1.1020408163265305,1.24978118,1.24999104
1.183673469387755,1.0938775510204082,1.24977818,1.24998908
1.183673469387755,1.0857142857142856,1.24977881,1.24998872
1.183673469387755,1.0775510204081633,1.24978024,1.24999083
1.183673469387755,1.0693877551020408,1.24977908,1.24999089
1.183673469387755,1.0612244897959184,1.24977881,1.24999104
1.183673469387755,1.0530612244897959,1.24977774,1.2499879
1.183673469387755,1.0448979591836736,1.24977608,1.2499888
1.183673469387755,1.036734693877551,1.24977729,1.24998837
1.183673469387755,1.0285714285714285,1.24977734,1.2499893
1.183673469387755,1.0204081632653061,1.24977734,1.24999035
1.183673469387755,1.0122448979591836,1.24977828,1.24999154
1.183673469387755,1.0040816326530613,1.24977759,1.24999098
1.183673469387755,0.9959183673469387,1.24978198,1.24998992
1.183673469387755,0.9877551020408163,1.24977805,1.24999074
1.183673469387755,0.9795918367346939,1.24977603,1.24999119
1.183673469387755,0.9714285714285714,1.24977929,1.24999235
1.183673469387755,0.963265306122449,1.2497782,1.24998971
1.183673469387755,0.9551020408163265,1.24977805,1.24998865
1.183673469387755,0.9469387755102041,1.24977924,1.24998768
1.183673469387755,0.9387755102040816,1.24977853,1.24999076
1.183673469387755,0.9306122448979592,1.24978042,1.24998865
1.183673469387755,0.9224489795918367,1.24977762,1.24998984
1.183673469387755,0.9142857142857143,1.24977868,1.24999132
1.183673469387755,0.9061224489795918,1.24977777,1.24999057
1.183673469387755,0.8979591836734694,1.24977888,1.24998923
1.183673469387755,0.889795918367347,1.24978019,1.24998984
1.183673469387755,0.8816326530612244,1.24978055,1.24999027
1.183673469387755,0.8734693877551021,1.24977992,1.24999113
1.183673469387755,0.8653061224489795,1.24977845,1.2499893
