spi_rack.module2.dac3.voltage,agilent_left.volt,agilent_right.volt
1.5,1.4997393,1.4999637
1.4848484848484849,1.49973878,1.49996803
1.4696969696969697,1.49973852,1.49996663
1.4545454545454546,1.49973895,1.4999623
1.4393939393939394,1.49974145,1.49996678
1.4242424242424243,1.49974228,1.49996943
1.4090909090909092,1.49974165,1.49996109
1.393939393939394,1.49974029,1.49996572
1.378787878787879,1.49974069,1.49996495
1.3636363636363638,1.49974061,1.49996346
1.3484848484848484,1.49974268,1.49996538
1.3333333333333333,1.49973943,1.49996305
1.3181818181818181,1.49974056,1.49996454
1.303030303030303,1.49973961,1.49996265
1.2878787878787878,1.49974175,1.49996745
1.2727272727272727,1.49974177,1.49996495
1.2575757575757576,1.49974016,1.49996607
1.2424242424242424,1.49973966,1.49996486
1.2272727272727273,1.49974109,1.49996579
1.2121212121212122,1.49974021,1.49996482
1.196969696969697,1.49974215,1.49996482
1.1818181818181819,1.49974299,1.4999646
1.1666666666666665,1.49973895,1.49996361
1.1515151515151514,1.49974011,1.49996572
1.1363636363636362,1.49974049,1.49996577
1.121212121212121,1.49974145,1.49996633
1.106060606060606,1.49974054,1.49996589
1.0909090909090908,1.49974109,1.49996521
1.0757575757575757,1.49973902,1.49996439
1.0606060606060606,1.49974165,1.499966
1.0454545454545454,1.49974009,1.49996704
1.0303030303030303,1.49974054,1.4999629
1.0151515151515151,1.49974058,1.49996473
1.0,1.4997395,1.49996353
0.9848484848484849,1.49973923,1.49996445
0.9696969696969697,1.49973983,1.49996564
0.9545454545454546,1.49973998,1.49996445
0.9393939393939393,1.49973895,1.49996542
0.9242424242424242,1.49973978,1.4999648
0.9090909090909091,1.49973804,1.49996516
0.8939393939393939,1.4997395,1.49996476
0.8787878787878788,1.4997399,1.49996719
0.8636363636363636,1.49974038,1.49996538
0.8484848484848485,1.49973978,1.49996732
0.8333333333333333,1.49974147,1.4999646
0.8181818181818181,1.49974089,1.4999657
0.803030303030303,1.4997418,1.49996432
0.7878787878787878,1.49974056,1.49996501
0.7727272727272727,1.49973756,1.49996417
0.7575757575757576,1.49973945,1.49996667
0.7424242424242424,1.49974038,1.49996592
0.7272727272727273,1.49974169,1.49996443
0.7121212121212122,1.49973981,1.49996488
0.6969696969696969,1.49974049,1.49996404
0.6818181818181818,1.49974228,1.49996523
0.6666666666666666,1.49974185,1.49996353
0.6515151515151515,1.49973811,1.4999651
0.6363636363636364,1.49973918,1.49996689
0.6212121212121212,1.49973943,1.49996432
0.6060606060606061,1.4997394,1.49996432
0.5909090909090908,1.49974074,1.499966
0.5757575757575757,1.49974147,1.49996424
0.5606060606060606,1.49974104,1.49996572
0.5454545454545454,1.49974101,1.49996439
0.5303030303030303,1.49974104,1.4999657
0.5151515151515151,1.49973784,1.49996566
0.5,1.49973768,1.49996501
0.48484848484848486,1.49973719,1.49996376
0.4696969696969697,1.49974334,1.49996641
0.4545454545454546,1.49974117,1.49996361
0.43939393939393945,1.49973779,1.49996598
0.4242424242424243,1.49973839,1.49996439
0.40909090909090917,1.4997399,1.49996333
0.3939393939393938,1.49974233,1.49996467
0.3787878787878787,1.49973986,1.49996542
0.36363636363636354,1.49973938,1.49996607
0.3484848484848484,1.49974072,1.49996566
0.33333333333333326,1.49974001,1.49996669
0.3181818181818181,1.49974122,1.49996648
0.303030303030303,1.49974172,1.49996605
0.28787878787878785,1.49974044,1.49996867
0.2727272727272727,1.49974029,1.49996635
0.25757575757575757,1.49973898,1.49996566
0.24242424242424243,1.49974094,1.49996439
0.2272727272727273,1.49974344,1.4999637
0.21212121212121215,1.4997393,1.4999643
0.19696969696969702,1.4997395,1.49996536
0.18181818181818188,1.49974203,1.49996626
0.16666666666666652,1.49973827,1.49996305
0.15151515151515138,1.49974101,1.49996458
0.13636363636363624,1.49973862,1.49996437
0.1212121212121211,1.49973966,1.49996523
0.10606060606060597,1.49974097,1.4999648
0.09090909090909083,1.49974049,1.49996361
0.07575757575757569,1.49974097,1.49996277
0.06060606060606055,1.49974109,1.49996516
0.045454545454545414,1.49974149,1.49996727
0.030303030303030276,1.49974299,1.49996704
0.015151515151515138,1.49973945,1.49996566
0.0,1.49973807,1.49996807
