spi_rack.module2.dac5.voltage,spi_rack.module1.dac5.voltage,agilent_left.volt,agilent_right.volt
1.2,1.2,0.000590657615,-0.000169293627
1.2,1.1918367346938774,0.000590295559,-0.000168489432
1.2,1.183673469387755,0.000590066136,-0.000167964841
1.2,1.1755102040816325,0.000590504762,-0.000167631512
1.2,1.1673469387755102,0.000590950958,-0.000167874154
1.2,1.1591836734693877,0.000589909738,-0.000168587857
1.2,1.1510204081632653,0.000590517891,-0.000168720032
1.2,1.1428571428571428,0.000589631536,-0.000168400448
1.2,1.1346938775510205,0.000589102252,-0.000168737437
1.2,1.126530612244898,0.000590552967,-0.000168599675
1.2,1.1183673469387754,0.000590932271,-0.000167716611
1.2,1.110204081632653,0.000591030307,-0.000168448585
1.2,1.1020408163265305,0.000590583824,-0.00016826291
1.2,1.0938775510204082,0.000590445633,-0.00016939764
1.2,1.0857142857142856,0.000590673044,-0.000168985443
1.2,1.0775510204081633,0.000590160627,-0.000169806177
1.2,1.0693877551020408,0.000589961295,-0.00016919928
1.2,1.0612244897959184,0.000589681081,-0.000168505328
1.2,1.0530612244897959,0.000589497657,-0.000168694246
1.2,1.0448979591836736,0.000590791781,-0.000169175839
1.2,1.036734693877551,0.000589335987,-0.000168734226
1.2,1.0285714285714285,0.000590005762,-0.000168823403
1.2,1.0204081632653061,0.000589405946,-0.000168286127
1.2,1.0122448979591836,0.000588612355,-0.00016914835
1.2,1.0040816326530613,0.000589981229,-0.000168649545
1.2,0.9959183673469387,0.000588494865,-0.000169283094
1.2,0.9877551020408163,0.00058814086,-0.000168343512
1.2,0.9795918367346939,0.000590000683,-0.000168541872
1.2,0.9714285714285714,0.000589680315,-0.000168947839
1.2,0.963265306122449,0.000588608044,-0.000169022405
1.2,0.9551020408163265,0.000589450125,-0.000169237527
1.2,0.9469387755102041,0.000589694497,-0.000169158658
1.2,0.9387755102040816,0.000588766455,-0.000169722138
1.2,0.9306122448979592,0.000589671977,-0.000169987131
1.2,0.9224489795918367,0.000589380167,-0.000168881206
1.2,0.9142857142857143,0.000589534553,-0.000169037883
1.2,0.9061224489795918,0.000589941361,-0.000167904019
1.2,0.8979591836734694,0.000590301118,-0.00016751976
1.2,0.889795918367347,0.000589637095,-0.000168346082
1.2,0.8816326530612244,0.000590338013,-0.000167821908
1.2,0.8734693877551021,0.000591492892,-0.000168303532
1.2,0.8653061224489795,0.000590059045,-0.000166795718
1.2,0.8571428571428572,0.000591103045,-0.000167604217
1.2,0.8489795918367347,0.000591503529,-0.000167060935
1.2,0.8408163265306122,0.000591071228,-0.000167188808
1.2,0.8326530612244898,0.000590765235,-0.00016645253
1.2,0.8244897959183674,0.000590306196,-0.000166496364
1.2,0.8163265306122449,0.000591559305,-0.000166988715
1.2,0.8081632653061225,0.000591914076,-0.000165888601
1.2,0.8,0.000590801364,-0.000165992614
1.1918367346938774,1.2,0.000592173017,-0.000166340554
1.1918367346938774,1.1918367346938774,0.00059170842,-0.000166181726
1.1918367346938774,1.183673469387755,0.000590831741,-0.000166951977
1.1918367346938774,1.1755102040816325,0.000590971659,-0.000166499576
1.1918367346938774,1.1673469387755102,0.000590552007,-0.000165397311
1.1918367346938774,1.1591836734693877,0.000590574721,-0.00016523935
1.1918367346938774,1.1510204081632653,0.000590518658,-0.000166640133
1.1918367346938774,1.1428571428571428,0.000590653303,-0.000166210948
1.1918367346938774,1.1346938775510205,0.000590974438,-0.00016501864
1.1918367346938774,1.126530612244898,0.000591009034,-0.000165940817
1.1918367346938774,1.1183673469387754,0.00059096658,-0.000165460926
1.1918367346938774,1.110204081632653,0.000591409038,-0.000164967067
1.1918367346938774,1.1020408163265305,0.000590958816,-0.000166172926
1.1918367346938774,1.0938775510204082,0.000590297859,-0.000166265122
1.1918367346938774,1.0857142857142856,0.000591459543,-0.000165745476
1.1918367346938774,1.0775510204081633,0.000591244302,-0.000164961479
1.1918367346938774,1.0693877551020408,0.000591293274,-0.000165446957
1.1918367346938774,1.0612244897959184,0.000591100266,-0.000166015607
1.1918367346938774,1.0530612244897959,0.00059186961,-0.00016518585
1.1918367346938774,1.0448979591836736,0.000590029528,-0.000164671342
1.1918367346938774,1.036734693877551,0.000590973192,-0.000164519835
1.1918367346938774,1.0285714285714285,0.000590952971,-0.000165689151
1.1918367346938774,1.0204081632653061,0.000589550461,-0.000164720346
1.1918367346938774,1.0122448979591836,0.000590170211,-0.000163967948
1.1918367346938774,1.0040816326530613,0.000591500463,-0.000164483516
1.1918367346938774,0.9959183673469387,0.000589896128,-0.00016417061
1.1918367346938774,0.9877551020408163,0.000590565137,-0.000163669012
1.1918367346938774,0.9795918367346939,0.000590604331,-0.000165282766
1.1918367346938774,0.9714285714285714,0.000591101512,-0.000164053047
1.1918367346938774,0.963265306122449,0.000591346844,-0.000164695202
1.1918367346938774,0.9551020408163265,0.000591333234,-0.000165380131
1.1918367346938774,0.9469387755102041,0.000592326157,-0.000165437934
1.1918367346938774,0.9387755102040816,0.000591275066,-0.000164916554
1.1918367346938774,0.9306122448979592,0.000592688499,-0.000165399463
